"","complnum","crimesuccess","HOUSING_PSA","JURISDICTION_CODE","jurisdic","code1","crimelevel","loc_desc","offense_desc1","park","PATROL_BORO","code2","offense_desc2","premise_type","date","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"1561",503559950,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","BAR/NIGHT CLUB","01/07/2018",NA,NA,NA,NA,NA,"18-24","BLACK","M",40.72359521,-73.988200564,"(40.72359521, -73.988200564)","2018","06","01"
"1562",216836219,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","FRONT OF","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",108,"ASSAULT OTHER PUBLIC SERVICE EMPLOYEE","OTHER","01/06/2018",NA,"45-64","BLACK","M",NA,"18-24","WHITE","M",40.801932033,-73.935654106,"(40.801932033, -73.935654106)","2018","06","01"
"1563",873146244,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","01/06/2018",NA,"18-24","BLACK","M",NA,"45-64","BLACK","M",40.814113161,-73.940855365,"(40.814113161, -73.940855365)","2018","06","01"
"1564",432314926,"COMPLETED",NA,0,"N.Y. POLICE DEPT",117,"FELONY","FRONT OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",570,"MARIJUANA, SALE 1, 2 & 3","STREET","01/06/2018",NA,"18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.814040017,-73.9427629,"(40.814040017, -73.9427629)","2018","06","01"
"1565",603589414,"COMPLETED",NA,0,"N.Y. POLICE DEPT",121,"FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","GROCERY/BODEGA","01/06/2018",NA,"UNKNOWN","UNKNOWN","F",NA,"UNKNOWN","UNKNOWN","D",40.721547677,-73.988778145,"(40.721547677, -73.988778145)","2018","06","01"
"1566",948887525,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",198,"CRIMINAL CONTEMPT 1","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","BLACK","M",NA,"45-64","BLACK","M",40.801303741,-73.936106206,"(40.801303741, -73.936106206)","2018","06","01"
"1567",484350188,"COMPLETED",4101,2,"N.Y. HOUSING POLICE",105,"FELONY","FRONT OF","ROBBERY",NA,"PATROL BORO MAN NORTH",388,"ROBBERY,RESIDENTIAL COMMON AREA","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"65+","UNKNOWN","M",40.797189389,-73.93609932,"(40.797189389, -73.93609932)","2018","06","01"
"1568",153486663,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.78281448,-73.978574143,"(40.78281448, -73.978574143)","2018","06","01"
"1569",499227834,"COMPLETED",NA,3,"PORT AUTHORITY",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN SOUTH",749,"VIOLATION OF ORDER OF PROTECTI","BUS TERMINAL","01/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.756266207,-73.990501248,"(40.756266207, -73.990501248)","2018","06","01"
"1570",353061409,"COMPLETED",NA,3,"PORT AUTHORITY",359,"MISDEMEANOR","INSIDE","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN SOUTH",749,"VIOLATION OF ORDER OF PROTECTI","BUS TERMINAL","01/06/2018",NA,"25-44","BLACK","F",NA,"25-44","BLACK","M",40.756266207,-73.990501248,"(40.756266207, -73.990501248)","2018","06","01"
"1571",924763460,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","01/06/2018",NA,"UNKNOWN","UNKNOWN","F",NA,"UNKNOWN","UNKNOWN","D",40.757557412,-73.978741087,"(40.757557412, -73.978741087)","2018","06","01"
"1572",210504935,"COMPLETED",670,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","BLACK","M",NA,"18-24","BLACK","F",40.799232486,-73.933056198,"(40.799232486, -73.933056198)","2018","06","01"
"1573",511454801,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE HISPANIC","F",NA,"25-44","BLACK HISPANIC","M",40.820652506,-73.956360128,"(40.820652506, -73.956360128)","2018","06","01"
"1574",491538958,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",433,"LARCENY,GRAND FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,"18-24","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2018","06","01"
"1575",604729038,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY",NA,"PATROL BORO MAN NORTH",396,"ROBBERY,BEGIN AS SHOPLIFTING","DEPARTMENT STORE","01/06/2018",NA,"18-24","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.76187469,-73.966358084,"(40.76187469, -73.966358084)","2018","06","01"
"1576",278130632,"COMPLETED",738,2,"N.Y. HOUSING POLICE",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"UNKNOWN","BLACK HISPANIC","M",NA,"<18","BLACK HISPANIC","M",40.832941761,-73.935432593,"(40.832941761, -73.935432593)","2018","06","01"
"1577",192986938,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","E",40.77234065,-73.958716864,"(40.77234065, -73.958716864)","2018","06","01"
"1578",567669253,"COMPLETED",676,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"45-64","BLACK","M",NA,"25-44","BLACK","F",40.788721243,-73.939996774,"(40.788721243, -73.939996774)","2018","06","01"
"1579",499237440,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",236,"MISDEMEANOR",NA,"DANGEROUS WEAPONS",NA,"PATROL BORO MAN SOUTH",782,"WEAPONS, POSSESSION, ETC","TRANSIT - NYC SUBWAY","01/06/2018","BLEECKER STREET",NA,NA,NA,4,"UNKNOWN","UNKNOWN","E",40.725939713,-73.994650996,"(40.725939713, -73.994650996)","2018","06","01"
"1580",795106927,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","RESTAURANT/DINER","01/06/2018",NA,"45-64","BLACK","M",NA,"18-24","WHITE","F",40.734418025,-73.99085076,"(40.734418025, -73.99085076)","2018","06","01"
"1581",307632019,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","ASIAN/PAC.ISL","F",NA,"25-44","WHITE","M",40.768652643,-73.953914012,"(40.768652643, -73.953914012)","2018","06","01"
"1582",339102224,"COMPLETED",696,2,"N.Y. HOUSING POLICE",106,"FELONY","OPPOSITE OF","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"18-24","BLACK","M",40.798533058,-73.965256022,"(40.798533058, -73.965256022)","2018","06","01"
"1583",402731588,"COMPLETED",696,2,"N.Y. HOUSING POLICE",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","F",40.798533058,-73.965256022,"(40.798533058, -73.965256022)","2018","06","01"
"1584",945507328,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/06/2018",NA,"UNKNOWN","WHITE HISPANIC","M",NA,"45-64","BLACK","M",40.824045452,-73.950724962,"(40.824045452, -73.950724962)","2018","06","01"
"1585",521104811,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","DEPARTMENT STORE","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"18-24","BLACK HISPANIC","F",40.810476043,-73.951880151,"(40.810476043, -73.951880151)","2018","06","01"
"1586",586158411,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",235,"MISDEMEANOR",NA,"DANGEROUS DRUGS",NA,"PATROL BORO MAN SOUTH",511,"CONTROLLED SUBSTANCE, POSSESSI","TRANSIT - NYC SUBWAY","01/06/2018","59 ST.-COLUMBUS CIRCLE","45-64","BLACK","M",1,"UNKNOWN","UNKNOWN","E",40.764818269,-73.985189773,"(40.764818269, -73.985189773)","2018","06","01"
"1587",667286319,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",40.710093847,-74.01060963,"(40.710093847, -74.01060963)","2018","06","01"
"1588",337463445,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","STREET","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"45-64","WHITE","M",40.776584332,-73.980868879,"(40.776584332, -73.980868879)","2018","06","01"
"1589",210304137,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,"45-64","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",40.758232371,-73.977430585,"(40.758232371, -73.977430585)","2018","06","01"
"1590",112729357,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE","F",NA,"25-44","WHITE","F",40.787201346,-73.969804795,"(40.787201346, -73.969804795)","2018","06","01"
"1591",474447818,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","01/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","F",40.851963726,-73.932612741,"(40.851963726, -73.932612741)","2018","06","01"
"1592",839699832,"COMPLETED",598,2,"N.Y. HOUSING POLICE",352,"MISDEMEANOR","INSIDE","CRIMINAL TRESPASS",NA,"PATROL BORO MAN SOUTH",205,"TRESPASS 2, CRIMINAL","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"18-24","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.70998449,-73.996441344,"(40.70998449, -73.996441344)","2018","06","01"
"1593",448881982,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",236,"MISDEMEANOR",NA,"DANGEROUS WEAPONS",NA,"PATROL BORO MAN SOUTH",782,"WEAPONS, POSSESSION, ETC","TRANSIT - NYC SUBWAY","01/06/2018","42 ST.-PORT AUTHORITY BUS TERM","25-44","BLACK","M",1,"UNKNOWN","UNKNOWN","E",40.757240531,-73.989793637,"(40.757240531, -73.989793637)","2018","06","01"
"1594",449427178,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",114,"OBSTR BREATH/CIRCUL","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","BLACK","M",NA,"25-44","BLACK","F",40.803268824,-73.946618994,"(40.803268824, -73.946618994)","2018","06","01"
"1595",546515459,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",421,"LARCENY,GRAND FROM VEHICLE/MOTORCYCLE","STREET","01/06/2018",NA,"25-44","BLACK","M",NA,"25-44","ASIAN/PAC.ISL","M",40.752485445,-73.980572618,"(40.752485445, -73.980572618)","2018","06","01"
"1596",696490249,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","OPPOSITE OF","ROBBERY",NA,"PATROL BORO MAN SOUTH",391,"ROBBERY,LICENSED MEDALLION CAB","TAXI (YELLOW LICENSED)","01/06/2018",NA,"45-64","BLACK","M",NA,"25-44","ASIAN/PAC.ISL","M",40.749992001,-73.995071338,"(40.749992001, -73.995071338)","2018","06","01"
"1597",355565866,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","COMMERCIAL BUILDING","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.810476043,-73.951880151,"(40.810476043, -73.951880151)","2018","06","01"
"1598",571369868,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY",NA,"GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",406,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP","STREET","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","ASIAN/PAC.ISL","F",40.717288266,-73.995430886,"(40.717288266, -73.995430886)","2018","06","01"
"1599",224810751,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",411,"LARCENY,GRAND FROM EATERY, UNATTENDED","RESTAURANT/DINER","01/06/2018",NA,NA,NA,NA,NA,"45-64","WHITE","M",40.757034305,-73.986238271,"(40.757034305, -73.986238271)","2018","06","01"
"1600",590029980,"COMPLETED",NA,0,"N.Y. POLICE DEPT",348,"MISDEMEANOR",NA,"VEHICLE AND TRAFFIC LAWS",NA,"PATROL BORO MAN NORTH",916,"LEAVING SCENE-ACCIDENT-PERSONA","STREET","01/06/2018",NA,NA,NA,NA,NA,"18-24","AMER IND","M",40.808129699,-73.960107082,"(40.808129699, -73.960107082)","2018","06","01"
"1601",807523029,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",236,"MISDEMEANOR",NA,"DANGEROUS WEAPONS",NA,"PATROL BORO MAN SOUTH",782,"WEAPONS, POSSESSION, ETC","TRANSIT - NYC SUBWAY","01/06/2018","23 STREET",NA,NA,NA,4,"UNKNOWN","UNKNOWN","E",40.740195287,-73.98636805,"(40.740195287, -73.98636805)","2018","06","01"
"1602",682783011,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED","TELECOMM. STORE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.798292547,-73.940822467,"(40.798292547, -73.940822467)","2018","06","01"
"1603",478453358,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","BEAUTY & NAIL SALON","01/06/2018",NA,"25-44","BLACK HISPANIC","M",NA,"45-64","WHITE HISPANIC","M",40.834958158,-73.944092841,"(40.834958158, -73.944092841)","2018","06","01"
"1604",677369080,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","INSIDE","ROBBERY",NA,"PATROL BORO MAN NORTH",386,"ROBBERY,PERSONAL ELECTRONIC DEVICE","OPEN AREAS (OPEN LOTS)","01/06/2018",NA,"25-44","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.864468978,-73.920307802,"(40.864468978, -73.920307802)","2018","06","01"
"1605",785014652,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","01/06/2018",NA,"25-44","BLACK","U",NA,"UNKNOWN","UNKNOWN","D",40.76795511,-73.982362342,"(40.76795511, -73.982362342)","2018","06","01"
"1606",894257293,"COMPLETED",632,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.795814831,-73.937101065,"(40.795814831, -73.937101065)","2018","06","01"
"1607",105014063,"COMPLETED",NA,0,"N.Y. POLICE DEPT",358,"MISDEMEANOR",NA,"OFFENSES INVOLVING FRAUD",NA,"PATROL BORO MAN NORTH",705,"FORGERY,ETC.-MISD.","STREET","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.805679039,-73.936474061,"(40.805679039, -73.936474061)","2018","06","01"
"1608",194656847,"COMPLETED",NA,0,"N.Y. POLICE DEPT",359,"MISDEMEANOR","FRONT OF","OFFENSES AGAINST PUBLIC ADMINI",NA,"PATROL BORO MAN NORTH",750,"RESISTING ARREST","STREET","01/06/2018",NA,"18-24","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.867233307,-73.920915513,"(40.867233307, -73.920915513)","2018","06","01"
"1609",430003594,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",433,"LARCENY,GRAND FROM STORE-SHOPL","COMMERCIAL BUILDING","01/06/2018",NA,"<18","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.76187469,-73.966358084,"(40.76187469, -73.966358084)","2018","06","01"
"1610",996271727,"COMPLETED",NA,0,"N.Y. POLICE DEPT",107,"FELONY","INSIDE","BURGLARY",NA,"PATROL BORO MAN SOUTH",211,"BURGLARY,COMMERCIAL,DAY","SOCIAL CLUB/POLICY","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"45-64","WHITE","M",40.71898938,-73.987057808,"(40.71898938, -73.987057808)","2018","06","01"
"1611",331342659,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CLOTHING/BOUTIQUE","01/06/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.709487284,-74.010266871,"(40.709487284, -74.010266871)","2018","06","01"
"1612",357821085,"COMPLETED",NA,0,"N.Y. POLICE DEPT",121,"FELONY","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",269,"MISCHIEF,CRIMINAL,    UNCL 2ND","GROCERY/BODEGA","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.766828213,-73.99395097,"(40.766828213, -73.99395097)","2018","06","01"
"1613",185269935,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","01/06/2018",NA,"UNKNOWN","BLACK","U",NA,"UNKNOWN","UNKNOWN","D",40.707151859,-74.004531637,"(40.707151859, -74.004531637)","2018","06","01"
"1614",215792920,"COMPLETED",NA,0,"N.Y. POLICE DEPT",113,"FELONY","INSIDE","FORGERY",NA,"PATROL BORO MAN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","CHECK CASHING BUSINESS","01/06/2018",NA,"18-24","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.861485855,-73.924946076,"(40.861485855, -73.924946076)","2018","06","01"
"1615",306845884,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","01/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.728618596,-73.994657997,"(40.728618596, -73.994657997)","2018","06","01"
"1616",771694514,"COMPLETED",NA,0,"N.Y. POLICE DEPT",232,"MISDEMEANOR","INSIDE","POSSESSION OF STOLEN PROPERTY",NA,"PATROL BORO MAN NORTH",490,"STOLEN PROPERTY 3,POSSESSION","RESTAURANT/DINER","01/06/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.790295342,-73.942682195,"(40.790295342, -73.942682195)","2018","06","01"
"1617",475779462,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - APT. HOUSE","01/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE HISPANIC","F",40.837361022,-73.941073216,"(40.837361022, -73.941073216)","2018","06","01"
"1618",417777742,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY","FRONT OF","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",104,"VEHICULAR ASSAULT (INTOX DRIVE","STREET","01/06/2018",NA,"45-64","BLACK","M",NA,"25-44","BLACK","M",40.811169851,-73.950449107,"(40.811169851, -73.950449107)","2018","06","01"
"1619",542841078,"COMPLETED",720,2,"N.Y. HOUSING POLICE",361,"MISDEMEANOR","INSIDE","OFF. AGNST PUB ORD SENSBLTY &",NA,"PATROL BORO MAN NORTH",639,"AGGRAVATED HARASSMENT 2","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"UNKNOWN","BLACK HISPANIC","M",NA,"25-44","WHITE HISPANIC","M",40.812267657,-73.957084521,"(40.812267657, -73.957084521)","2018","06","01"
"1620",790655741,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/06/2018",NA,"UNKNOWN","WHITE HISPANIC","M",NA,"25-44","WHITE","M",40.866418569,-73.921556421,"(40.866418569, -73.921556421)","2018","06","01"
"1621",817363891,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.746754576,-73.981588414,"(40.746754576, -73.981588414)","2018","06","01"
"1622",139915672,"COMPLETED",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","GROCERY/BODEGA","01/06/2018",NA,"45-64","BLACK","F",NA,"UNKNOWN","UNKNOWN","E",40.833809507,-73.941351003,"(40.833809507, -73.941351003)","2018","06","01"
"1623",988202058,"COMPLETED",NA,0,"N.Y. POLICE DEPT",117,"FELONY","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",503,"CONTROLLED SUBSTANCE,INTENT TO","GROCERY/BODEGA","01/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.833809507,-73.941351003,"(40.833809507, -73.941351003)","2018","06","01"
"1624",190410635,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","SOCIAL CLUB/POLICY","01/06/2018",NA,"18-24","BLACK","M",NA,"25-44","BLACK","M",40.724342261,-74.005391456,"(40.724342261, -74.005391456)","2018","06","01"
"1625",759988774,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2018","06","01"
"1626",329961628,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - APT. HOUSE","01/06/2018",NA,"18-24","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","F",40.839602383,-73.939018466,"(40.839602383, -73.939018466)","2018","06","01"
"1627",171246496,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","01/06/2018",NA,"45-64","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.759923583,-73.967781291,"(40.759923583, -73.967781291)","2018","06","01"
