"","complnum","crimesuccess","HOUSING_PSA","JURISDICTION_CODE","jurisdic","code1","crimelevel","loc_desc","offense_desc1","park","PATROL_BORO","code2","offense_desc2","premise_type","date","STATION_NAME","SUSP_AGE_GROUP","SUSP_RACE","SUSP_SEX","TRANSIT_DISTRICT","VIC_AGE_GROUP","VIC_RACE","VIC_SEX","Latitude","Longitude","Lat_Lon","compl_year","compl_month","compl_day"
"1628",786471493,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","GYM/FITNESS FACILITY","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","M",40.755977862,-73.988862583,"(40.755977862, -73.988862583)","2018","06","01"
"1629",189380268,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",307,"LARCENY,PETIT BY DISHONEST EMP","FOOD SUPERMARKET","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.759766726,-73.966359149,"(40.759766726, -73.966359149)","2018","06","01"
"1630",175689185,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CLOTHING/BOUTIQUE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.782484807,-73.95763452,"(40.782484807, -73.95763452)","2018","06","01"
"1631",763889056,"COMPLETED",575,2,"N.Y. HOUSING POLICE",352,"MISDEMEANOR","INSIDE","CRIMINAL TRESPASS",NA,"PATROL BORO MAN SOUTH",205,"TRESPASS 2, CRIMINAL","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"<18","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.712997443,-73.98599486,"(40.712997443, -73.98599486)","2018","06","01"
"1632",100236057,"COMPLETED",575,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN SOUTH",511,"CONTROLLED SUBSTANCE, POSSESSI","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"<18","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.712997443,-73.98599486,"(40.712997443, -73.98599486)","2018","06","01"
"1633",459806475,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","OTHER","01/06/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"25-44","WHITE","F",40.711321241,-74.000787786,"(40.711321241, -74.000787786)","2018","06","01"
"1634",911352431,"COMPLETED",544,2,"N.Y. HOUSING POLICE",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","WHITE HISPANIC","F",NA,"25-44","WHITE HISPANIC","M",40.716514555,-73.975893551,"(40.716514555, -73.975893551)","2018","06","01"
"1635",871375576,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2018","06","01"
"1636",663146506,"COMPLETED",44728,2,"N.Y. HOUSING POLICE",344,"MISDEMEANOR","FRONT OF","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"18-24","BLACK","M",NA,"<18","BLACK","F",40.781011678,-73.946362412,"(40.781011678, -73.946362412)","2018","06","01"
"1637",850899159,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.849587813,-73.934350139,"(40.849587813, -73.934350139)","2018","06","01"
"1638",899225827,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - APT. HOUSE","01/06/2018",NA,"18-24","BLACK","M",NA,"25-44","BLACK","F",40.818245175,-73.9379325,"(40.818245175, -73.9379325)","2018","06","01"
"1639",565065294,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",338,"LARCENY,PETIT FROM BUILDING,UN","OTHER","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","F",40.79605784,-73.967052307,"(40.79605784, -73.967052307)","2018","06","01"
"1640",577213330,"COMPLETED",NA,0,"N.Y. POLICE DEPT",340,"MISDEMEANOR","INSIDE","FRAUDS",NA,"PATROL BORO MAN NORTH",718,"FRAUD,UNCLASSIFIED-MISDEMEANOR","RESIDENCE - APT. HOUSE","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","ASIAN/PAC.ISL","M",40.784961586,-73.969585537,"(40.784961586, -73.969585537)","2018","06","01"
"1641",591986722,"COMPLETED",670,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"45-64","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.799232486,-73.933056198,"(40.799232486, -73.933056198)","2018","06","01"
"1642",166658135,"COMPLETED",NA,0,"N.Y. POLICE DEPT",113,"FELONY",NA,"FORGERY",NA,"PATROL BORO MAN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","STREET","01/06/2018",NA,"18-24","WHITE HISPANIC","M",NA,"25-44","WHITE","M",40.7798195,-73.950338837,"(40.7798195, -73.950338837)","2018","06","01"
"1643",444035193,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","FRONT OF","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",254,"MISCHIEF, CRIMINAL 4, OF MOTOR","STREET","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.746028438,-73.992393794,"(40.746028438, -73.992393794)","2018","06","01"
"1644",443306748,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",418,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD","TELECOMM. STORE","01/06/2018",NA,"45-64","BLACK","M",NA,"18-24","ASIAN/PAC.ISL","M",40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2018","06","01"
"1645",720539559,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE HISPANIC","F",NA,"25-44","ASIAN/PAC.ISL","F",40.821943747,-73.95251137,"(40.821943747, -73.95251137)","2018","06","01"
"1646",326669383,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","ASIAN/PAC.ISL","F",NA,"25-44","WHITE HISPANIC","F",40.821943747,-73.95251137,"(40.821943747, -73.95251137)","2018","06","01"
"1647",960145148,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","FRONT OF","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",415,"LARCENY,GRAND FROM PERSON,PICK","STREET","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE","F",40.784227038,-73.973828815,"(40.784227038, -73.973828815)","2018","06","01"
"1648",113998867,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR",NA,"ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","STREET","01/06/2018",NA,"UNKNOWN","WHITE HISPANIC","M",NA,"18-24","UNKNOWN","M",40.756874911,-73.970544057,"(40.756874911, -73.970544057)","2018","06","01"
"1649",218795194,"COMPLETED",NA,0,"N.Y. POLICE DEPT",126,"FELONY","INSIDE","MISCELLANEOUS PENAL LAW",NA,"PATROL BORO MAN NORTH",198,"CRIMINAL CONTEMPT 1","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","BLACK","M",NA,"25-44","UNKNOWN","F",40.850316204,-73.936210941,"(40.850316204, -73.936210941)","2018","06","01"
"1650",584558597,"COMPLETED",NA,0,"N.Y. POLICE DEPT",352,"MISDEMEANOR","INSIDE","CRIMINAL TRESPASS",NA,"PATROL BORO MAN SOUTH",205,"TRESPASS 2, CRIMINAL","RESTAURANT/DINER","01/06/2018",NA,"25-44","WHITE","F",NA,"UNKNOWN","UNKNOWN","D",40.731010865,-73.982815919,"(40.731010865, -73.982815919)","2018","06","01"
"1651",149389145,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",301,"LARCENY,PETIT BY ACQUIRING LOS","CHECK CASHING BUSINESS","01/06/2018",NA,"18-24","BLACK HISPANIC","M",NA,"45-64","WHITE HISPANIC","M",40.820396616,-73.954723617,"(40.820396616, -73.954723617)","2018","06","01"
"1652",222370508,"COMPLETED",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN SOUTH",511,"CONTROLLED SUBSTANCE, POSSESSI","CHAIN STORE","01/06/2018",NA,"25-44","ASIAN/PAC.ISL","M",NA,"UNKNOWN","UNKNOWN","D",40.72601663,-73.996285351,"(40.72601663, -73.996285351)","2018","06","01"
"1653",315948132,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",433,"LARCENY,GRAND FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,"25-44","WHITE","F",NA,"UNKNOWN","UNKNOWN","D",40.758232371,-73.977430585,"(40.758232371, -73.977430585)","2018","06","01"
"1654",498245778,"COMPLETED",638,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.800380481,-73.950789433,"(40.800380481, -73.950789433)","2018","06","01"
"1655",753706357,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,NA,NA,NA,NA,"UNKNOWN","UNKNOWN","D",40.750430768,-73.989282176,"(40.750430768, -73.989282176)","2018","06","01"
"1656",912612016,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE-HOUSE","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","WHITE HISPANIC","F",40.862278859,-73.920527341,"(40.862278859, -73.920527341)","2018","06","01"
"1657",560543852,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",338,"LARCENY,PETIT FROM BUILDING,UN","CLOTHING/BOUTIQUE","01/06/2018",NA,NA,NA,NA,NA,"<18","BLACK HISPANIC","F",40.749733638,-73.989675685,"(40.749733638, -73.989675685)","2018","06","01"
"1658",816451105,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",121,"FELONY",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",273,"TAMPERING 1,CRIMINAL","TRANSIT - NYC SUBWAY","01/06/2018","34 ST.-PENN STATION",NA,NA,NA,2,"UNKNOWN","UNKNOWN","E",40.750999048,-73.990624712,"(40.750999048, -73.990624712)","2018","06","01"
"1659",305173104,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.740160295,-73.994805026,"(40.740160295, -73.994805026)","2018","06","01"
"1660",492781407,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","RESIDENCE - APT. HOUSE","01/06/2018",NA,"UNKNOWN","BLACK","F",NA,"45-64","BLACK","F",40.798159532,-73.938402699,"(40.798159532, -73.938402699)","2018","06","01"
"1661",241397439,"COMPLETED",44728,2,"N.Y. HOUSING POLICE",118,"FELONY","INSIDE","DANGEROUS WEAPONS",NA,"PATROL BORO MAN NORTH",793,"WEAPONS POSSESSION 3","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.78038838,-73.945842958,"(40.78038838, -73.945842958)","2018","06","01"
"1662",122347337,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN NORTH",410,"LARCENY,GRAND FROM RETAIL STORE, UNATTENDED","DRUG STORE","01/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE","F",40.763173282,-73.967501759,"(40.763173282, -73.967501759)","2018","06","01"
"1663",331392075,"COMPLETED",NA,0,"N.Y. POLICE DEPT",235,"MISDEMEANOR","FRONT OF","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",567,"MARIJUANA, POSSESSION 4 & 5","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.800252583,-73.941409462,"(40.800252583, -73.941409462)","2018","06","01"
"1664",605391533,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","01/06/2018",NA,"45-64","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",40.765678701,-73.965673872,"(40.765678701, -73.965673872)","2018","06","01"
"1665",153662316,"COMPLETED",NA,0,"N.Y. POLICE DEPT",105,"FELONY","FRONT OF","ROBBERY",NA,"PATROL BORO MAN SOUTH",397,"ROBBERY,OPEN AREA UNCLASSIFIED","STREET","01/06/2018",NA,"UNKNOWN","UNKNOWN","M",NA,"18-24","BLACK HISPANIC","M",40.755648675,-73.990952519,"(40.755648675, -73.990952519)","2018","06","01"
"1666",879931418,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR",NA,"PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","GROCERY/BODEGA","01/06/2018",NA,"45-64","WHITE","M",NA,"UNKNOWN","UNKNOWN","D",40.733850217,-74.001206615,"(40.733850217, -74.001206615)","2018","06","01"
"1667",693455477,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",351,"MISDEMEANOR",NA,"CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN SOUTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","TRANSIT - NYC SUBWAY","01/06/2018","8 AVENUE","25-44","BLACK","M",2,"25-44","BLACK","F",40.73975965,-74.002523863,"(40.73975965, -74.002523863)","2018","06","01"
"1668",212046067,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",235,"MISDEMEANOR",NA,"DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",511,"CONTROLLED SUBSTANCE, POSSESSI","TRANSIT - NYC SUBWAY","01/06/2018","103 STREET",NA,NA,NA,4,"UNKNOWN","UNKNOWN","E",40.790322425,-73.947687498,"(40.790322425, -73.947687498)","2018","06","01"
"1669",161753856,"COMPLETED",NA,0,"N.Y. POLICE DEPT",233,"MISDEMEANOR","FRONT OF","SEX CRIMES",NA,"PATROL BORO MAN NORTH",175,"SEXUAL ABUSE 3,2","COMMERCIAL BUILDING","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"25-44","WHITE HISPANIC","F",40.784059874,-73.975020513,"(40.784059874, -73.975020513)","2018","06","01"
"1670",315748823,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN SOUTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE","F",NA,"25-44","WHITE","M",40.738754757,-74.008856831,"(40.738754757, -74.008856831)","2018","06","01"
"1671",131263071,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","BLACK HISPANIC","M",NA,"25-44","WHITE HISPANIC","F",40.837577271,-73.94546754,"(40.837577271, -73.94546754)","2018","06","01"
"1672",456571657,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","CHAIN STORE","01/06/2018",NA,"45-64","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.756642042,-73.988371577,"(40.756642042, -73.988371577)","2018","06","01"
"1673",821457074,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",426,"LARCENY,GRAND BY BANK ACCT COMPROMISE-TELLER","BANK","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"UNKNOWN","UNKNOWN","D",40.723959899,-73.985065365,"(40.723959899, -73.985065365)","2018","06","01"
"1674",563224879,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","FRONT OF","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",637,"HARASSMENT,SUBD 1,CIVILIAN","TAXI (LIVERY LICENSED)","01/06/2018",NA,"UNKNOWN","BLACK","M",NA,"18-24","BLACK","F",40.778412523,-73.98208877,"(40.778412523, -73.98208877)","2018","06","01"
"1675",842880391,"COMPLETED",645,2,"N.Y. HOUSING POLICE",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","UNKNOWN","M",NA,"45-64","BLACK","F",40.810799905,-73.935056702,"(40.810799905, -73.935056702)","2018","06","01"
"1676",108901596,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DRUG STORE","01/06/2018",NA,"25-44","BLACK HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.778412523,-73.98208877,"(40.778412523, -73.98208877)","2018","06","01"
"1677",535777868,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",638,"HARASSMENT,SUBD 3,4,5","PUBLIC BUILDING","01/06/2018",NA,"45-64","WHITE","M",NA,"25-44","WHITE","M",40.721286283,-73.983449757,"(40.721286283, -73.983449757)","2018","06","01"
"1678",758848953,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN SOUTH",333,"LARCENY,PETIT FROM STORE-SHOPL","DEPARTMENT STORE","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.745081639,-73.994934562,"(40.745081639, -73.994934562)","2018","06","01"
"1679",419459627,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","COMMERCIAL BUILDING","01/06/2018",NA,"UNKNOWN","WHITE HISPANIC","F",NA,"25-44","BLACK","M",40.755837222,-73.98339786,"(40.755837222, -73.98339786)","2018","06","01"
"1680",607550294,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","GROCERY/BODEGA","01/06/2018",NA,"45-64","BLACK","F",NA,"UNKNOWN","UNKNOWN","D",40.808374136,-73.946885823,"(40.808374136, -73.946885823)","2018","06","01"
"1681",179600787,"COMPLETED",NA,0,"N.Y. POLICE DEPT",351,"MISDEMEANOR","INSIDE","CRIMINAL MISCHIEF & RELATED OF",NA,"PATROL BORO MAN NORTH",259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4","RESIDENCE - APT. HOUSE","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"65+","BLACK","F",40.832153187,-73.944351765,"(40.832153187, -73.944351765)","2018","06","01"
"1682",696535365,"COMPLETED",45386,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",567,"MARIJUANA, POSSESSION 4 & 5","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","BLACK","M",NA,"UNKNOWN","UNKNOWN","E",40.861631438,-73.921005324,"(40.861631438, -73.921005324)","2018","06","01"
"1683",363905524,"COMPLETED",NA,1,"N.Y. TRANSIT POLICE",113,"FELONY",NA,"FORGERY",NA,"PATROL BORO MAN NORTH",729,"FORGERY,ETC.,UNCLASSIFIED-FELO","TRANSIT - NYC SUBWAY","01/06/2018","110 STREET","25-44","BLACK","M",4,"UNKNOWN","UNKNOWN","E",40.79481676,-73.944408254,"(40.79481676, -73.944408254)","2018","06","01"
"1684",787915999,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION","INSIDE","HARRASSMENT 2",NA,"PATROL BORO MAN NORTH",638,"HARASSMENT,SUBD 3,4,5","BANK","01/06/2018",NA,"25-44","BLACK HISPANIC","M",NA,"18-24","WHITE HISPANIC","M",40.866285967,-73.920305624,"(40.866285967, -73.920305624)","2018","06","01"
"1685",300839462,"COMPLETED",NA,0,"N.Y. POLICE DEPT",578,"VIOLATION",NA,"HARRASSMENT 2",NA,"PATROL BORO MAN SOUTH",637,"HARASSMENT,SUBD 1,CIVILIAN","HOSPITAL","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","ASIAN/PAC.ISL","M",40.769830291,-73.986192304,"(40.769830291, -73.986192304)","2018","06","01"
"1686",654184212,"COMPLETED",NA,72,"DEPT OF CORRECTIONS",117,"FELONY","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN SOUTH",500,"CONTROLLED SUBSTANCE,POSSESS.","OTHER","01/06/2018",NA,"18-24","WHITE HISPANIC","F",NA,"UNKNOWN","UNKNOWN","E",40.791151867,-73.884371919,"(40.791151867, -73.884371919)","2018","06","01"
"1687",124581072,"COMPLETED",NA,0,"N.Y. POLICE DEPT",341,"MISDEMEANOR","INSIDE","PETIT LARCENY",NA,"PATROL BORO MAN NORTH",333,"LARCENY,PETIT FROM STORE-SHOPL","FOOD SUPERMARKET","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","D",40.799184226,-73.951844971,"(40.799184226, -73.951844971)","2018","06","01"
"1688",571519874,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",113,"MENACING,UNCLASSIFIED","FOOD SUPERMARKET","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","BLACK HISPANIC","M",40.799184226,-73.951844971,"(40.799184226, -73.951844971)","2018","06","01"
"1689",418835914,"COMPLETED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN SOUTH",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"45-64","WHITE","M",40.748118736,-73.981707135,"(40.748118736, -73.981707135)","2018","06","01"
"1690",993485914,"COMPLETED",NA,0,"N.Y. POLICE DEPT",109,"FELONY","INSIDE","GRAND LARCENY",NA,"PATROL BORO MAN SOUTH",438,"LARCENY,GRAND FROM BUILDING (NON-RESIDENCE) UNATTENDED","HOTEL/MOTEL","01/06/2018",NA,"UNKNOWN","UNKNOWN","U",NA,"25-44","UNKNOWN","F",40.758228256,-73.986122517,"(40.758228256, -73.986122517)","2018","06","01"
"1691",602243011,"COMPLETED",613,2,"N.Y. HOUSING POLICE",235,"MISDEMEANOR","INSIDE","DANGEROUS DRUGS",NA,"PATROL BORO MAN NORTH",567,"MARIJUANA, POSSESSION 4 & 5","RESIDENCE - PUBLIC HOUSING","01/06/2018",NA,"25-44","WHITE HISPANIC","M",NA,"UNKNOWN","UNKNOWN","E",40.790746414,-73.950634042,"(40.790746414, -73.950634042)","2018","06","01"
"1692",382778355,"ATTEMPTED",NA,0,"N.Y. POLICE DEPT",106,"FELONY","INSIDE","FELONY ASSAULT",NA,"PATROL BORO MAN NORTH",109,"ASSAULT 2,1,UNCLASSIFIED","RESIDENCE - APT. HOUSE","01/06/2018",NA,"25-44","WHITE HISPANIC","F",NA,"45-64","BLACK","M",40.811543204,-73.944574908,"(40.811543204, -73.944574908)","2018","06","01"
"1693",717116079,"COMPLETED",NA,0,"N.Y. POLICE DEPT",344,"MISDEMEANOR","INSIDE","ASSAULT 3 & RELATED OFFENSES",NA,"PATROL BORO MAN NORTH",101,"ASSAULT 3","RESIDENCE - APT. HOUSE","01/06/2018",NA,NA,NA,NA,NA,"25-44","WHITE HISPANIC","F",40.811543204,-73.944574908,"(40.811543204, -73.944574908)","2018","06","01"
